State,Profit,Quantity
California,9.9936,4
California,107.7216,4
California,9.7608,4
California,8.2992,4
California,8.8784,4
California,0.558400000,4
California,4.756,5
California,25.792,5
California,3.597,5
California,24.84,5
California,15.552,5
California,16.544,5
California,11.88,5
Idaho,28.629,5
California,72.5754,6
California,10.8,6
California,35.3346,6
Washington,34.6296,6
California,0.837600000,6
Washington,45.8136,6
California,18.8328,7
California,16.8,7
California,41.2237,7
California,22.4448,7
California,0.515200000,7
California,4.4856,9
California,12.2247,9
California,28.8576,9
California,27.9936,9
California,76.2525,9
Oregon,1.773,1
California,1.3944,1
California,0.504,1
Colorado,2.5488,2
California,16.3352,2
California,3.942,2
California,3.1552,2
California,8.8624,2
California,19.968,2
California,17.3488,2
California,21.8736,2
California,17.7744,2
Washington,2.9568,2
Colorado,7.008,2
Arizona,2.64,2
Colorado,31.0688,2
Oregon,0.7152,3
California,13.734,3
California,4.1328,3
California,13.734,3
California,5.5071,3
California,6.4206,3
California,6.9132,3
Arizona,2.478,3
Colorado,-32.9292,3
California,62.748,4
California,19.4184,4
Arizona,19.6224,4
California,2.352,5
California,302.373,5
California,2.808,5
California,9.855,5
Washington,381.2375,5
Washington,2.808,5
Arizona,36.693,5
Arizona,77.672,5
California,6.6906,6
California,30.2778,6
California,7.0044,6
California,42.4647,9
Colorado,7.434,9
California,20.8494,13
Arizona,-1.35,1
Arizona,-3.5208,3
Arizona,-40.1808,6
Oregon,-3.465,7
Colorado,-7.3232,8
Arizona,-23.716,10
Wisconsin,0.6516,1
Iowa,3.1104,1
Indiana,6.512,2
Michigan,5.8696,2
Minnesota,62.7004,2
Wisconsin,3.8822,2
Michigan,2.628,2
Minnesota,2.528,2
Wisconsin,11.7782,2
Minnesota,9.1581,3
Oklahoma,23.3163,3
Michigan,14.4648,4
Minnesota,57.5016,4
Oklahoma,14.425,5
Oklahoma,19.08,9
Michigan,107.346,2
Texas,4.44,1
Texas,9.5688,1
Texas,1.8792,1
Texas,1.8704,1
Illinois,1.197,2
Texas,0.3336,2
Illinois,3.6288,2
Illinois,3.6288,2
Texas,3.6288,2
Texas,11.8768,2
Texas,3.6288,2
Texas,19.1376,2
Illinois,32.662800000,2
Texas,5.4432,3
Texas,5.2026,3
Texas,-44.1552,3
Texas,4.6344,3
Texas,4.9632,4
Illinois,2.772,4
Texas,6.6,5
Illinois,24.9984,6
Texas,4.0644,6
Texas,19.4194,7
Texas,102.774,7
Illinois,2.256,8
Texas,-35.178,11
Texas,-6.0768,1
Illinois,-13.5548,2
Texas,-85.2384,4
New York,1.4805,1
New York,3.2064,1
New York,198.429,2
Delaware,15.9446,2
New York,9.0048,2
New York,0.279200000,2
Maryland,297.6435,3
Connecticut,4.4892,3
New Jersey,18.447,3
Connecticut,5.1042,3
New York,14.67,3
New York,9.6192,3
New York,73.41,3
New York,9.3312,3
New York,7.0218,3
New York,12.5832,3
New York,5.6448,4
New York,22.5008,4
New York,12.4416,4
New York,67.608,4
Maryland,89.955,5
New York,7.056,5
Connecticut,123.7691,7
New York,31.4916,7
Connecticut,24.8832,8
New York,44.712,9
New York,21.0654,9
Ohio,7.9378,1
Ohio,-5.1968,1
Ohio,4.1988,2
Ohio,5.544,2
Ohio,3.7408,2
Ohio,3.6288,2
Pennsylvania,3.6288,2
Ohio,1.57,2
Ohio,1.6784,2
Ohio,3.389,2
Ohio,1.9602,3
New York,15.9516,3
New York,4.6806,3
Pennsylvania,4.1151,3
Ohio,88.029900000,3
New York,5.7672,4
Ohio,1.926,5
New York,207.475,5
Ohio,4.887,5
Pennsylvania,15.012,6
Ohio,4.672,8
Pennsylvania,-0.5964,1
Ohio,-13.3936,2
Pennsylvania,-2.0622,2
Ohio,-3.462,3
Ohio,-21.888,3
Ohio,-4.488,6
Louisiana,4.6818,2
South Carolina,28.0032,2
South Carolina,6.532,2
South Carolina,6.2208,2
South Carolina,3.792,3
Georgia,7.2177,3
Virginia,3.6018,3
Georgia,91.9508,4
South Carolina,17.745,5
Florida,2.502,1
Florida,1.112,2
Florida,2.2712,2
Florida,1.0584,2
Florida,4.995,2
Florida,-0.774800000,2
North Carolina,1.1556,3
Florida,7.4571,3
North Carolina,9.1872,4
Tennessee,-0.839200000,4
Florida,5.191,5
North Carolina,39.689,5
Florida,16.5186,7
North Carolina,108.7408,7
Florida,-33.8418,9
Tennessee,-11.19,3
Florida,-29.94,5
Florida,-10.116,5
North Carolina,-52.5481,11
Utah,7.5371,1
California,13.941,1
California,9.3906,1
California,3.501,1
Washington,24.47,1
Washington,3.2064,1
California,24.1918,2
Washington,9.7438,2
California,6.0632,2
California,2.0672,2
Washington,3.0558,2
Washington,3.4686,2
California,27.882,2
Washington,6.3504,2
California,3.894000000,2
California,12.6468,2
California,6.465000000,2
Washington,2.19,2
California,1.26,3
California,15.4752,3
Washington,2.2518,3
California,3.6018,3
Washington,17.6673,3
California,60.2553,3
California,6.5856,3
California,79.8912,3
Washington,9.3312,3
California,2.0088,3
California,13.8915,3
California,8.4888,3
Washington,8.4888,3
California,8.019,3
California,55.912,4
California,15.7,4
California,9.2568,4
California,113.848,5
California,13.452,5
California,8.027,5
Washington,2.679,5
California,13.455,5
Washington,16.848,6
California,22.6233,7
Washington,6.4368,8
Washington,34.2144,11
California,2.1286,2
California,2.2302,2
California,2.73,2
Washington,9.4366,2
California,11.19,3
California,124.485,3
California,5.0232,3
Washington,35.6526,3
Arizona,4.2976,4
California,68.12,5
California,22.156,5
Washington,459.9875,5
California,39.8736,9
Colorado,-16.776,2
Arizona,-7.1148,3
Arizona,-6.0324,3
Arizona,-2.244,3
Arizona,-45.24,6
Colorado,-8.1312,7
Indiana,9.7328,1
Iowa,3.5048,1
Missouri,7.254,2
Indiana,5.4896,2
Michigan,7.476,2
Indiana,5.652,2
Missouri,4.4344,2
Michigan,3.6,2
Indiana,45.9754,2
Iowa,6.2208,2
Nebraska,7.98,2
Oklahoma,6.2208,2
Indiana,11.4516,2
Missouri,2.5984,2
Missouri,14.6157,3
Michigan,4.5837,3
North Dakota,35.6238,3
Missouri,24.393,3
Missouri,7.776,3
Missouri,6.5808,3
Oklahoma,20.1207,3
Wisconsin,28.41,3
Oklahoma,38.3238,3
North Dakota,3.4827,3
Missouri,6.8724,3
Michigan,7.0218,3
Missouri,17.1774,3
South Dakota,6.63,3
North Dakota,8.2944,4
Indiana,5.5664,4
Michigan,15.5112,4
Michigan,2504.2216,4
North Dakota,162.0948,4
Indiana,5.135,5
Michigan,12.492,5
Michigan,18.09,5
Missouri,13.348,5
Indiana,11.88,5
Iowa,45.528,5
Missouri,11.703,5
Nebraska,15.594,5
Indiana,21.164,5
Indiana,38.178,5
Indiana,4.914,6
Michigan,20.6946,6
Missouri,23.55,6
Indiana,49.105,7
Michigan,25.2315,7
Indiana,8.2688,8
Michigan,219.9904,8
North Dakota,7.095,10
Illinois,2.934,1
Texas,1.4442,1
Texas,1.6308,1
Texas,1.3316,1
Texas,-0.3488,1
Texas,0.5004,1
Texas,0.365,1
Texas,3.968,2
Texas,2.1,2
Illinois,22.4808,2
Texas,2.14,2
Illinois,6.0416,2
Illinois,0.6912,3
Texas,0.7938,3
Texas,1.5795,3
Texas,0.8988,3
Texas,0.8688,3
Illinois,3.405,3
Texas,17.5344,3
Texas,23.235,3
Texas,5.4432,3
Texas,5.4432,3
Texas,6.066,3
Illinois,-29.3436,3
Texas,27.9108,3
Texas,8.6744,4
Illinois,3.29,4
Texas,3.6296,4
Texas,7.89,4
Texas,5.28,4
Texas,0.712,5
Texas,9.352,5
Texas,79.692,5
Texas,3.668,5
Texas,5.605,5
Illinois,3.069,5
Texas,21.024,6
Illinois,6.42,6
Texas,5.8751,7
Texas,15.9425,7
Texas,10.465,7
Texas,10.3936,8
Illinois,12.9978,9
Texas,-2.838,1
Texas,-13.58,2
Illinois,-2.9884,2
Illinois,-16.818,2
Illinois,-14.7708,2
Texas,-31.008,3
Texas,-6.237,3
Texas,-30.8672,4
Texas,-426.986,4
Illinois,-470.548,5
Texas,-766.012,5
Texas,-17.248,5
Texas,-8.029,5
Texas,-32.985,5
Illinois,-13.0152,6
Texas,-74.7456,8
Illinois,-22.8956,13
Maryland,3.6162,1
New York,3.4357,1
Massachusetts,20.0851,1
New York,12.1348,1
Connecticut,2.834,1
Massachusetts,33.0368,2
New Jersey,2.2724,2
Massachusetts,6.512,2
Massachusetts,11.898,2
New York,0.7228,2
New York,1.9024,2
Maryland,5.8696,2
New Jersey,3.7412,2
Rhode Island,15.6768,2
Delaware,7.7832,2
New York,35.982,2
New Jersey,2.9568,2
New Jersey,27.882,2
New York,11.1132,2
New York,37.9848,2
New York,53.2608,2
New York,6.2208,2
New York,4.3904,2
New York,4.6812,2
New York,45.9754,2
Rhode Island,4.7752,2
New York,5.8708,2
New Jersey,4.42,2
New York,5.3998,2
Massachusetts,297.6435,3
New Jersey,4.485,3
New York,5.2164,3
New York,2.0271,3
New York,12.7368,3
New York,15.4752,3
New York,11.2308,3
New York,13.4964,3
New York,8.7906,3
New York,8.694,3
New York,5.2029,3
New York,3.6018,3
New York,10.3071,3
Connecticut,73.41,3
Maryland,80.7912,3
Maryland,9.3312,3
Massachusetts,60.2553,3
New York,9.3312,3
New York,12.0978,3
New York,9.8901,3
New York,0.407400000,3
New York,120.9468,3
New York,0,3
New Jersey,121.1056,4
Delaware,5.6416,4
Massachusetts,5.256,4
Connecticut,37.5624,4
New York,55.764,4
New York,10.764,4
Rhode Island,17.982,4
New York,8.2992,4
Rhode Island,18.715,5
Massachusetts,13.92,5
Rhode Island,13.365,5
New York,9,5
New York,4.891000000,5
New York,76.3152,6
New York,22.458,6
Connecticut,40.5168,6
Maryland,20.586,6
New York,5.7528,6
New Hampshire,6.9654,6
Delaware,20.727,6
Delaware,18.6624,6
New York,99.9408,6
New York,9.936,6
New York,286.3836,6
New Jersey,74.5654,7
Massachusetts,116.3904,7
Massachusetts,210.4942,7
New York,12.1401,7
New Jersey,735.0336,8
Maryland,27.4856,8
New York,36.0192,8
New York,27.9344,8
New York,22.2444,9
New York,13.3245,9
Massachusetts,36.693,9
New York,362.8404,9
Connecticut,21.024,10
Massachusetts,91.056,10
New York,49.014,14
New York,3.7128,1
Ohio,1.6324,2
New York,6.0368,2
New York,11.7488,2
New York,1.2064,2
New York,11.7488,2
New York,4.2804,2
Ohio,3.7584,2
Ohio,-25.109,2
Pennsylvania,-55.256,2
Ohio,1.148,2
Ohio,1.239,3
Ohio,1.752,3
New York,6.3336,3
New York,3.0861,3
New York,47.061,3
New York,3.6792,3
Pennsylvania,2.8782,3
Ohio,2.5056,3
Ohio,23.235,3
Pennsylvania,5.4432,3
Ohio,48.994200000,3
Ohio,-2.436,3
Pennsylvania,4.247100000,3
Ohio,0.6192,4
Ohio,3.744,4
Ohio,5.7768,4
Ohio,5.5216,4
Pennsylvania,7.0512,4
Pennsylvania,7.2576,4
Ohio,11.49,5
Ohio,6.045000000,5
Ohio,1.794,5
Pennsylvania,5.301,5
New York,78.435,5
Ohio,17.52,5
Ohio,-62.7725,5
Pennsylvania,-25.992,5
Ohio,-3.312,5
Ohio,0.9282,6
New York,36.2556,6
New York,55.5822,6
New York,16.7508,6
Ohio,1.7004,6
Pennsylvania,12.51,6
Pennsylvania,6.42,6
Ohio,12.7008,7
Pennsylvania,-1049.3406,7
Ohio,64.6272,8
Pennsylvania,-4.2987,1
Ohio,-3.0576,2
Ohio,-2.0016,3
Ohio,-1.476,3
Ohio,-58.8616,4
Ohio,-20.448,5
Ohio,-34.38,6
Pennsylvania,-19.9824,6
Pennsylvania,-100.92,6
Ohio,-8.6592,8
Pennsylvania,-57.7566,9
Kentucky,2.625,1
Kentucky,10.0282,1
Kentucky,5.8891,1
Georgia,2.376,1
Kentucky,0.605600000,1
Alabama,1.9629,1
Arkansas,4.3524,2
Kentucky,1.9024,2
Virginia,1.4456,2
Georgia,3.8822,2
Kentucky,13.5056,2
Virginia,8.88,2
Alabama,3.3948,2
Kentucky,2.6496,2
Virginia,3.7996,2
Arkansas,53.8608,2
Arkansas,6.2208,2
Kentucky,11.5432,2
Virginia,6.4128,2
Virginia,18.6606,3
Georgia,4.5837,3
Georgia,11.214,3
Georgia,9.7119,3
Kentucky,2.0748,3
Louisiana,8.6112,3
Virginia,26.703,3
Arkansas,9.3312,3
Georgia,8.7906,3
Kentucky,4.239,3
Kentucky,9.594,3
South Carolina,5.389800000,3
Virginia,9.988200000,3
Kentucky,50.8768,4
Georgia,27.0112,4
Kentucky,7.4824,4
Kentucky,6.674,4
Kentucky,9.6,4
Virginia,8.1144,4
Kentucky,62.321,5
Virginia,6.975,5
Georgia,74.213,5
Alabama,240.8595,5
Georgia,34.2925,5
Virginia,12.18,5
Alabama,74.8524,6
South Carolina,11.2236,6
South Carolina,19.188,6
Virginia,79.758,7
Virginia,9.1938,7
Virginia,6.6584,7
Virginia,18.2,8
Georgia,23.9463,9
Kentucky,70.1784,9
Virginia,34.2144,11
Florida,0.1548,1
Florida,0.504,1
Florida,2.934,1
Tennessee,1.07,1
Florida,0.9952,1
North Carolina,6.534,2
Tennessee,8.716800000,2
Tennessee,1.7024,2
Tennessee,8.3328,2
Florida,10.8054,2
North Carolina,1.6704,2
Florida,3.6288,2
Florida,15.49,2
Florida,-10.6068,2
North Carolina,-29.4368,2
North Carolina,43.7136,3
Tennessee,87.180000000,3
North Carolina,0.3822,3
Tennessee,7.6284,3
Florida,2.3328,3
Florida,15.9348,3
North Carolina,16.1838,3
North Carolina,3.21,3
North Carolina,5.2884,3
Tennessee,3.21,3
Tennessee,4.1148,3
Tennessee,3.339,3
Florida,-1.8126,3
Florida,0.896,4
Tennessee,12.012,4
North Carolina,-51.8272,4
Tennessee,-63.0056,4
Florida,2.943,5
Tennessee,9.072,5
Florida,-1.049,5
Florida,12.1032,6
Florida,11.2224,6
North Carolina,10.8864,6
North Carolina,83.2097,7
Florida,5.0336,8
Tennessee,6.979500000,9
Florida,-5.176,4
Florida,-4.49,4
Florida,-336.784,4
Tennessee,-1065.372,7
Tennessee,-63.1092,7
North Carolina,-10.6176,8
North Carolina,-8.2368,8
California,0.5967,1
California,1.1564,1
California,3.5505,1
California,1.3536,1
California,9.1056,1
California,2.9302,1
California,24.47,1
California,50.328,1
California,9.3906,1
Washington,3.1104,1
New Mexico,7.9896,1
Washington,4.0687,1
New Mexico,0.3864,1
California,72.948,2
Washington,22.0748,2
Washington,33.5888,2
California,1.9024,2
California,12.298,2
California,1.5876,2
Washington,10.4284,2
Washington,0.471,2
California,4.5816,2
California,2.8224,2
California,14.8,2
California,24.2696,2
California,6.4128,2
California,18.2112,2
California,5.6644,2
California,5.6644,2
California,33.3136,2
California,6.2208,2
Washington,21.0128,2
Washington,27.882,2
Washington,18.2112,2
Washington,6.2208,2
Washington,6.2208,2
California,85.904,2
California,81.0474,2
Washington,1.0296,2
Washington,17.38,2
California,41.2938,3
California,72.432,3
Utah,305.13,3
California,15.6426,3
California,1.5288,3
California,77.4837,3
Washington,30.9918,3
Washington,9.12,3
California,10.3071,3
California,9.3312,3
California,32.5008,3
California,8.4966,3
California,79.8912,3
California,9.3312,3
California,41.823,3
California,8.073,3
California,6.174,3
California,4.5402,3
Idaho,8.6436,3
Washington,9.3312,3
Washington,13.4865,3
California,0.610200000,3
California,23.9688,3
California,10.089,3
California,0.625800000,3
California,22.9068,3
California,50.3658,3
California,9.534,3
Washington,8.4888,3
Washington,0.864000000,3
California,38.976,4
California,22.7024,4
California,2.7664,4
California,3.2256,4
Nevada,23.808,4
California,7.4496,4
California,5.664,4
California,16.398,4
California,7.704,4
California,10.224,4
Nevada,12.4416,4
New Mexico,23.0864,4
Washington,12.052,4
California,0.879200000,4
California,187.3976,4
California,210.4936,4
California,25.2936,4
California,15.0416,4
California,53.261,5
California,7.052,5
California,3.969,5
California,21.228,5
Utah,4.264,5
California,9,5
California,24.84,5
California,28.858,5
California,21.7845,5
Utah,7.945000000,5
California,327.506,5
California,157.0176,6
California,4.3368,6
California,10.74,6
California,41.5104,6
California,99.9408,6
Washington,17.694,6
Washington,41.2237,7
California,31.9319,7
Utah,219.4416,8
California,26.082,9
California,13.3056,9
California,22.8096,9
California,19.26,10
California,68.585,10
California,44.5962,11
California,110.0528,11
California,3.8168,1
California,1.971,1
California,381.297,1
Utah,4.7792,1
Washington,0.4704,1
Washington,2.322,1
Arizona,2.3686,2
California,16.3352,2
California,5.1184,2
California,152.495,2
California,31.374,2
California,2.8836,2
California,89.9548,2
California,4.5188,2
California,11.46,2
Washington,27.248,2
Colorado,3.9474,2
Colorado,3.741,2
California,1.8144,3
California,3.9498,3
California,3.2676,3
Idaho,5.538,3
Washington,4.1652,3
Washington,5.4201,3
Washington,4.3134,3
Washington,34.4232,3
Oregon,10.422,3
Arizona,-64.7748,3
Oregon,2.5641,3
Oregon,4.6746,3
Oregon,9.0576,4
California,18.684,4
California,5.5536,4
Arizona,6.7048,4
Colorado,12.5328,4
California,77.714,5
California,13.0375,5
California,4.176,5
California,50.414,5
Washington,7.85,5
Arizona,15.921,5
Oregon,9.072,5
Colorado,1.0008,6
California,30.186,6
California,4.3368,6
Washington,6.6294,6
Arizona,7.92,6
Arizona,1.8522,7
California,9.2799,7
California,13.3476,7
Colorado,5.915000000,7
Arizona,-41.5872,8
Utah,106.9578,9
Arizona,-15.1976,2
Colorado,-3.4272,3
Colorado,-2.5344,4
Colorado,-7.3692,6
Wisconsin,4.494,1
Indiana,19.9686,1
Oklahoma,2.9348,1
Indiana,3.99,1
Indiana,2.8322,1
Missouri,3.7436,1
Nebraska,50.328,1
Oklahoma,3.1104,1
Indiana,18.767,1
Michigan,4.0542,1
Missouri,47.7306,1
Indiana,120.9416,2
Kansas,22.9488,2
Minnesota,36.5742,2
Nebraska,136.08,2
Oklahoma,60.5528,2
Michigan,2.99,2
Michigan,1.521,2
Michigan,3.504,2
Oklahoma,1.6896,2
Minnesota,5.77,2
Minnesota,21.99,2
Minnesota,6.47,2
Minnesota,3.8822,2
Oklahoma,16.4052,2
Michigan,81.432,2
Michigan,8.2156,2
Missouri,7.7832,2
Wisconsin,28.0876,2
Indiana,46.1184,2
Michigan,6.3296,2
Michigan,5.6644,2
Michigan,4.752,2
Michigan,6.2208,2
Michigan,10.7424,2
Minnesota,3.852,2
Oklahoma,4.752,2
Michigan,22.2352,2
Michigan,6.8982,2
Michigan,15.9792,2
Minnesota,6.465000000,2
Minnesota,7.79,2
Wisconsin,5.8708,2
Nebraska,5.07,2
Minnesota,90.735,3
Wisconsin,305.13,3
Michigan,2.5056,3
Michigan,12.7368,3
Minnesota,2.5056,3
Indiana,64.2,3
Michigan,24.2256,3
Michigan,6.7482,3
Michigan,6.36,3
Missouri,7.9212,3
Nebraska,8.0178,3
Wisconsin,5.8233,3
Iowa,2.8764,3
Missouri,12.3234,3
Indiana,0,3
Indiana,5.6994,3
Kansas,8.694,3
Minnesota,6.8724,3
Michigan,5.778,3
Michigan,7.128,3
Missouri,10.0878,3
Missouri,8.4966,3
Nebraska,8.6436,3
Nebraska,8.4528,3
Nebraska,9.2322,3
Oklahoma,49.9704,3
Oklahoma,7.0218,3
Michigan,11.9586,3
Michigan,160.623,3
Missouri,4.858800000,3
Nebraska,0.407400000,3
Wisconsin,9.8901,3
Iowa,11.8248,4
Michigan,23.808,4
Michigan,14.4648,4
Michigan,421.0824,4
Michigan,18.28,4
Michigan,21.06,4
Michigan,5.6448,4
Iowa,21.5824,4
Michigan,16.68,4
Wisconsin,12.6592,4
Minnesota,57.5016,4
Oklahoma,5.412400000,4
Wisconsin,76.272,5
Michigan,10.512,5
Minnesota,2.552,5
Wisconsin,16.17,5
Indiana,5.096,5
Michigan,29.1375,5
Michigan,12.672,5
Michigan,11.086,5
Michigan,41.013,5
Michigan,26.901,5
Michigan,8.9535,5
Michigan,13.365,5
Minnesota,4630.4755,5
Oklahoma,5.184,5
Nebraska,7.056,5
Indiana,15.552,5
Indiana,15.387,5
Indiana,133.152,5
Iowa,20.585,5
Kansas,137.151,5
Michigan,15.552,5
Minnesota,15.552,5
Michigan,135.219,5
Minnesota,14.148,5
Minnesota,16.196,5
Wisconsin,14.17,5
Oklahoma,155.727,6
Wisconsin,68.8464,6
Minnesota,5.7072,6
Indiana,60.4224,6
Michigan,181.656,6
Minnesota,17.2224,6
Indiana,35.04,6
Indiana,16.146,6
Nebraska,100.7316,6
Indiana,16.3863,7
Michigan,50.9208,7
Michigan,70.4928,7
Michigan,13.2986,7
South Dakota,9.5081,7
Indiana,28.6965,7
Michigan,16.7132,7
Minnesota,23.59,7
Michigan,24.843000000,7
Michigan,1.4602,7
Minnesota,38.9752,8
Missouri,25.4016,8
Indiana,166.0698,9
Michigan,26.4132,9
Indiana,66.6,9
Minnesota,9.68,10
Minnesota,25.098,10
Indiana,58.0272,11
Michigan,4946.37,13
Michigan,23.3954,1
Michigan,72.358,4
Michigan,71.162,4
Michigan,93.5816,4
Michigan,53.982,5
Texas,1.0269,1
Texas,1.1904,1
Texas,0.7776,1
Texas,0.6786,1
Illinois,13.4512,1
Texas,1.8144,1
Illinois,-15.7514,1
Illinois,-18.196,1
Illinois,9.912,1
Texas,1.2005,1
Texas,-0.2098,1
Texas,0.8388,1
Illinois,3.1536,2
Illinois,0.668000000,2
Illinois,3.546,2
Texas,2.3808,2
Texas,0.559,2
Texas,8.3328,2
Texas,1.008,2
Texas,0.3336,2
Texas,4.504,2
Illinois,4.4312,2
Illinois,2.3868,2
Illinois,4.7196,2
Texas,33.6042,2
Illinois,0.4706,2
Illinois,6.1992,2
Texas,0.5668,2
Texas,0.8288,2
Texas,0.6156,2
Illinois,2.1,2
Texas,1.7248,2
Texas,1.7248,2
Texas,1.764,2
Illinois,3.7692,2
Illinois,4.995,2
Illinois,19.1376,2
Illinois,3.6288,2
Texas,26.824,2
Texas,6.2664,2
Texas,32.4684,2
Texas,3.6288,2
Texas,2.8884,2
Texas,3.7408,2
Texas,5.5512,2
Texas,3.0044,2
Texas,4.0768,2
Texas,3.6288,2
Illinois,-55.256,2
Illinois,-8.3524,2
Illinois,4.6176,2
Illinois,1.6176,2
Illinois,1.551,2
Illinois,51.8312,2
Illinois,-8.3524,2
Texas,-2.5248,2
Texas,-26.7204,2
Texas,-32.6366,2
Texas,1.816,2
Texas,-28.8678,2
Texas,-16.9568,2
Texas,-7.7292,2
Texas,-32.3388,2
Texas,2.3968,2
Texas,-1.3248,2
Texas,-34.758,2
Texas,1.0008,2
Illinois,1.002,3
Illinois,3.465,3
Illinois,1.5066,3
Illinois,3.1806,3
Texas,6.5538,3
Texas,5.319,3
Texas,7.0173,3
Texas,5.397000000,3
Texas,6.756,3
Texas,2.478,3
Texas,9.3444,3
Texas,13.8267,3
Texas,50.4063,3
Texas,11.895,3
Texas,0.8688,3
Illinois,5.4432,3
Texas,5.8203,3
Texas,9.8658,3
Texas,44.046,3
Texas,3.21,3
Texas,5.4432,3
Illinois,48.994200000,3
Illinois,7.6968,3
Illinois,-7.7406,3
Illinois,-8.182200000,3
Texas,-47.2542,3
Texas,-33.804,3
Texas,19.6305,3
Texas,12.504,3
Texas,-22.6716,3
Texas,8.584500000,3
Texas,-11.2806,3
Texas,-125.766,3
Texas,-11.5938,3
Texas,-3.7872,3
Texas,-3.168,3
Texas,-17.523,3
Illinois,2.5137,3
Texas,-786.0144,3
Illinois,15.192,4
Texas,17.352,4
Texas,4.7616,4
Texas,4.2408,4
Texas,3.7376,4
Texas,2.2288,4
Illinois,90.6444,4
Texas,-3.768,4
Illinois,3.1212,4
Texas,4.2952,4
Illinois,44.9616,4
Illinois,6.9368,4
Illinois,7.2576,4
Illinois,6.7048,4
Texas,5.3784,4
Texas,117.432,4
Texas,7.4,4
Illinois,3.0016,4
Texas,-58.3056,4
Illinois,2.772,4
Illinois,1.476,5
Texas,3.772,5
Texas,15.393,5
Illinois,4.1125,5
Texas,-3.5325,5
Illinois,4.176,5
Illinois,9.8685,5
Illinois,8.381,5
Illinois,9.352,5
Texas,9.072,5
Texas,26.558,5
Texas,9.072,5
Texas,7.8735,5
Texas,24.528,5
Illinois,6.0025,5
Illinois,-8.077500000,5
Illinois,14.3075,5
Texas,-107.958,5
Illinois,1.2348,6
Illinois,3.504,6
Illinois,20.844,6
Illinois,2.4864,6
Illinois,6.4428,6
Illinois,7.92,6
Texas,61.4628,6
Texas,5.0064,6
Texas,-16.3644,6
Illinois,2.7384,7
Illinois,12.8744,7
Texas,3.185,7
Texas,41.5688,7
Texas,12.7008,7
Texas,-127.372,7
Texas,5.0274,7
Texas,3.5623,7
Texas,2.232,8
Texas,9.744,8
Texas,95.0968,8
Texas,47.5072,8
Texas,20.4984,8
Texas,5.256,9
Texas,2.6568,9
Texas,204.0714,9
Texas,6.1308,9
Illinois,48.5514,9
Texas,69.705,9
Illinois,97.3026,9
Texas,21.888,12
Illinois,100.685,13
Illinois,8.8088,14
Texas,-5.2072,1
Texas,-1.11,1
Texas,-153.2024,1
Illinois,-3.6003,1
Texas,-1.9744,1
Texas,-1.9602,1
Texas,-4.7784,1
Texas,-10.336,1
Illinois,-393.602,2
Illinois,-166.32,2
Illinois,-62.3792,2
Texas,-52.8336,2
Texas,-13.93,2
Texas,-80.48,2
Texas,-49.5516,2
Texas,-4.2012,2
Texas,-32.48,2
Texas,-38.8212,2
Texas,-12.09,2
Illinois,-5.2932,2
Illinois,-8.05,2
Illinois,-4.752,2
Illinois,-3.3792,2
Illinois,-2.6268,2
Illinois,-3.9032,2
Texas,-4.396,2
Texas,-6.8992,2
Texas,-2.0264,2
Texas,-3.9032,2
Texas,-1.9344,2
Texas,-24.9984,2
Texas,-2.1624,2
Texas,-3.5224,2
Illinois,-6.3018,3
Illinois,-71.2962,3
Texas,-459.6072,3
Illinois,-14.9736,3
Illinois,-14.5656,3
Illinois,-3.0396,3
Illinois,-38.1114,3
Illinois,-3.2436,3
Illinois,-4.8609,3
Illinois,-5.0094,3
Illinois,-4.4928,3
Illinois,-6.5076,3
Illinois,-2.6784,3
Texas,-15.1311,3
Texas,-5.0688,3
Texas,-3.0396,3
Texas,-1.728,3
Texas,-20.1408,3
Texas,-6.237,3
Texas,-4.7145,3
Texas,-4.9878,3
Texas,-12.075,3
Texas,-19.8144,3
Texas,-39.804,3
Texas,-2.214,3
Texas,-4.9878,3
Texas,-44.2782,3
Illinois,-31.536,4
Texas,-8.532,4
Illinois,-7.764,4
Illinois,-8.6768,4
Illinois,-2.7648,4
Illinois,-20.6176,4
Illinois,-4.488,4
Illinois,-18.8728,4
Texas,-512.1468,4
Texas,-11.4648,4
Texas,-5.8496,4
Texas,-1850.9464,4
Texas,-417.0936,4
Texas,-8.316,4
Texas,-5.088,4
Texas,-26.8544,4
Texas,-179.776,5
Texas,-46.716,5
Illinois,-18.2525,5
Illinois,-4.464,5
Illinois,-533.7325,5
Illinois,-13.7175,5
Texas,-65.568,5
Texas,-33.139,5
Texas,-6.36,5
Texas,-17.248,5
Texas,-9.8115,5
Texas,-1480.0335,5
Texas,-9.705,5
Texas,-13.32,5
Illinois,-197.5752,6
Illinois,-31.332,6
Texas,-16.884,6
Texas,-17.2854,6
Texas,-6.732,6
Texas,-9.6348,6
Illinois,-108.8304,7
Illinois,-13.8278,7
Texas,-4.851,7
Texas,-18.2525,7
Texas,-11.0005,7
Illinois,-52.9584,8
Texas,-1181.2824,8
Texas,-3701.8928,8
Texas,-59.373,9
Texas,-51.296,10
Texas,-22.6842,14
New York,56.2032,1
Connecticut,2.211,1
New Jersey,2.1762,1
New York,6.149,1
New York,0.8064,1
New York,12.7746,1
New York,17.991,1
Vermont,0.9588,1
New York,0.5828,1
Massachusetts,1.7343,1
Massachusetts,1.512,1
New Jersey,2.4059,1
New York,1.512,1
Connecticut,3.501,1
Delaware,1.5548,1
